image_path,duty_cycle
C:\Users\USER\Desktop\data2\data2\c\data_088.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_089.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_090.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_091.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_092.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_093.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_094.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_095.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_096.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_097.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_098.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_099.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_100.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_101.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_102.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_103.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_104.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_105.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_106.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_107.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_108.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_109.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_110.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_111.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_112.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_113.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_114.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_115.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_116.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_117.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_118.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_119.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_120.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_121.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_122.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_123.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_124.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_125.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_126.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_127.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_128.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_129.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_130.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_131.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_132.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_133.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_134.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_135.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_136.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_137.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_138.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_139.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_140.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_141.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_142.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_143.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_144.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_145.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_146.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_147.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_148.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_149.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_150.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_151.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_152.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_153.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_154.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_155.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_156.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_157.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_158.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_159.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_160.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_161.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_162.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_163.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_164.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_165.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_166.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_167.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_168.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_169.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_170.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_171.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_172.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_173.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_174.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_175.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_176.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_177.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_178.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_179.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_180.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_181.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_182.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_183.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_184.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_185.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_186.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_187.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_188.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_189.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_190.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_191.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_192.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_193.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_194.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_195.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_196.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_197.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_198.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_199.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_200.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_201.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_202.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_203.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_204.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_205.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_206.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_207.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_208.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_209.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_210.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_211.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_212.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_214.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_215.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_216.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_217.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_218.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_219.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_220.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_221.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_222.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_223.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_224.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_225.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_226.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_227.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_228.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_229.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_230.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_231.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_232.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_233.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_234.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_235.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_236.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_237.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_239.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_241.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_242.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_243.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_244.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_245.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_246.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_247.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_248.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_249.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_250.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_251.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_252.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_253.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_254.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_255.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_256.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_257.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_258.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_259.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_260.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_261.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_262.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_263.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_264.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_265.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_266.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_267.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_268.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_269.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_270.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_271.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_272.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_273.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_274.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_275.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_276.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_277.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_278.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_279.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_280.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_281.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_282.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_283.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_284.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_285.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_286.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_287.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_288.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_289.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_290.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_291.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_292.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_293.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_294.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_295.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_296.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_297.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_298.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_299.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_300.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_301.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_302.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_303.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_304.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_305.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_306.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_307.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_308.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_309.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_310.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_311.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_312.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_313.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_314.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_315.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_316.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_317.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_318.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_319.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_320.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_321.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_322.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_323.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_324.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_325.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_326.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_327.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_328.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_329.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_330.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_331.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_332.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_333.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_334.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_335.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_336.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_337.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_338.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_339.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_340.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_341.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_342.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_343.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_344.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_345.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_346.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_347.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_348.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_349.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_350.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_351.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_352.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_353.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_354.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_355.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_356.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_357.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_358.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_359.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_360.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_361.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_362.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_363.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_364.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_365.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_366.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_367.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_368.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_369.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_370.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_371.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_372.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_373.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_374.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_375.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_376.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_377.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_378.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_379.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_380.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_381.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_382.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_383.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_384.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_385.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_386.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_387.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_388.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_389.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_390.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_391.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_392.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_393.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_394.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_395.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_396.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_397.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_398.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_399.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_401.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_402.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_403.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_404.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_405.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_406.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_407.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_408.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_409.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_410.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_411.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_412.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_413.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_414.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_415.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_416.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_417.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_418.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_419.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_420.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_421.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_422.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_423.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_424.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_425.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_426.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_427.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_428.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_429.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_430.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_431.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_432.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_433.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_434.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_435.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_436.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_437.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_438.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_439.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_440.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_441.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_442.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_443.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_444.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_445.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_446.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_447.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_448.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_449.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_450.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_451.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_452.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_453.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_454.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_455.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_456.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_457.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_458.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_459.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_460.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_461.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_462.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_463.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_464.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_465.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_466.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_467.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_468.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_469.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_470.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_471.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_472.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_473.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_474.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_475.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_476.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_477.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_478.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_479.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_480.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_481.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_482.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_483.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_484.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_485.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_486.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_487.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_488.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_489.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_490.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_491.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_492.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_493.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_494.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_495.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_496.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_497.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_498.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_499.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_500.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_501.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_502.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_503.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_504.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_505.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_506.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_507.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_508.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_509.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_510.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_511.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_512.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_513.jpeg,11
C:\Users\USER\Desktop\data2\data2\c\data_514.jpeg,11
